college_id,college_name,location,ranking,type,specializations_offered,average_cutoff_gre,average_cutoff_gate,average_cutoff_gmat,average_cutoff_sat,average_cutoff_toefl,average_cutoff_ielts,average_cutoff_gpa,tuition_fee_per_year,financial_aid_offered,application_deadline,program_duration,acceptance_rate,faculty_count,student_to_faculty_ratio,research_output,alumni_network_strength,campus_facilities,international_student_support,internship_opportunities,placement_rate,average_starting_salary,research_funding,industry_connections,accreditation,extracurricular_opportunities,housing_availability,preferred_countries,notable_alumni,program_language
473,College_473,"Sydney, Australia",263,Private,Machine Learning,316,80,614,1450,106,7.0,3.83,19878,Yes,"December 29, 2024",4 years,11,184,7:1,Medium,Medium,"Recreational Centers, Labs",Yes,Yes,88,142631,$84M annually,Yes,None,"Clubs, Music",Yes,Japan,Alumni_24,Hindi
474,College_474,"Tokyo, Japan",244,Public,Machine Learning,336,56,689,1247,84,7.3,3.79,45319,Yes,"December 12, 2024",4 years,83,476,17:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,79,105977,$40M annually,Yes,None,"Sports, Clubs, Hackathons",No,USA,Alumni_64,French
475,College_475,"Sydney, Australia",276,Public,Data Science,336,78,688,1508,101,7.0,3.86,54490,Yes,"December 8, 2024",2 years,64,304,8:1,Medium,Medium,"Dorms, Labs",No,Yes,50,130048,$18M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_97,Japanese
476,College_476,"London, UK",296,Private,Mechanical Design,314,51,770,1528,92,6.9,3.15,54692,No,"December 11, 2024",3 years,87,479,11:1,High,Strong,"Dorms, Labs",Yes,No,73,115329,$60M annually,Yes,ABET,"Clubs, Music",No,Australia,Alumni_60,German
477,College_477,"Berlin, Germany",294,Private,Cyber Security,325,89,760,1510,90,8.2,3.2,12664,Yes,"December 2, 2024",3 years,62,395,17:1,High,Strong,"Recreational Centers, Labs",No,No,98,61640,$35M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,USA,Alumni_15,English
478,College_478,"Tokyo, Japan",57,Public,Cyber Security,316,76,689,1478,98,8.8,2.54,29382,No,"December 13, 2024",3 years,12,85,11:1,Low,Strong,"Dorms, Labs",No,No,91,141039,$11M annually,No,ABET,"Sports, Music",Yes,Germany,Alumni_68,French
479,College_479,"California, USA",94,Private,Machine Learning,330,67,681,1341,104,6.6,2.78,40173,No,"December 17, 2024",3 years,22,148,16:1,Low,Medium,"Dorms, Labs",No,Yes,52,58375,$16M annually,Yes,ABET,"Sports, Music",No,USA,Alumni_39,Hindi
480,College_480,"Tokyo, Japan",6,Public,Cyber Security,305,59,756,1319,86,8.8,2.7,13360,Yes,"December 17, 2024",1 years,22,150,17:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,86,104138,$45M annually,No,None,"Sports, Music",Yes,USA,Alumni_4,German
481,College_481,"Sydney, Australia",44,Private,Robotics,334,96,783,1537,104,8.4,2.69,26361,Yes,"December 30, 2024",3 years,88,224,18:1,Medium,Strong,"Dorms, Labs",No,No,64,138933,$32M annually,No,None,"Clubs, Music",No,India,Alumni_18,Mandarin
482,College_482,"California, USA",107,Public,Mechanical Design,336,99,755,1250,82,8.5,3.0,13397,Yes,"December 21, 2024",4 years,71,392,15:1,Medium,Weak,"Labs, Libraries, Sports facilities",No,Yes,100,144470,$99M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,India,Alumni_93,French
483,College_483,"Berlin, Germany",213,Public,Cyber Security,316,67,635,1544,108,6.4,3.6,17801,No,"December 20, 2024",4 years,35,82,11:1,High,Strong,"Recreational Centers, Labs",Yes,Yes,50,62802,$48M annually,Yes,None,"Clubs, Music",No,USA,Alumni_37,German
484,College_484,"Tokyo, Japan",191,Private,Mechanical Design,296,72,635,1391,98,7.6,2.8,57079,Yes,"December 21, 2024",3 years,42,442,20:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,93,61654,$73M annually,No,None,"Sports, Music",Yes,UK,Alumni_99,Hindi
485,College_485,"Tokyo, Japan",137,Private,Mechanical Design,294,90,754,1245,96,8.8,3.43,43917,No,"December 30, 2024",1 years,63,360,11:1,Low,Weak,"Libraries, Sports fields",Yes,No,90,55016,$64M annually,No,ABET,"Sports, Music",No,Germany,Alumni_18,Japanese
486,College_486,"London, UK",45,Private,Robotics,310,67,685,1352,112,6.6,3.44,47019,Yes,"December 16, 2024",1 years,82,460,15:1,Low,Medium,"Dorms, Labs",Yes,No,81,63759,$32M annually,No,None,"Sports, Music",Yes,USA,Alumni_95,German
487,College_487,"California, USA",262,Public,Robotics,321,54,756,1455,82,8.7,3.91,45444,Yes,"December 11, 2024",1 years,73,323,10:1,Medium,Strong,"Recreational Centers, Labs",Yes,Yes,90,119144,$47M annually,Yes,ABET,"Clubs, Music",Yes,Germany,Alumni_51,Mandarin
488,College_488,"Berlin, Germany",60,Private,Robotics,296,54,694,1511,90,6.7,2.63,21179,Yes,"December 2, 2024",4 years,21,349,16:1,High,Strong,"Dorms, Labs",No,No,87,92227,$61M annually,Yes,ABET,"Sports, Music",Yes,India,Alumni_61,Japanese
489,College_489,"California, USA",248,Private,Data Science,328,92,715,1283,110,6.1,3.82,53208,No,"December 30, 2024",1 years,42,55,16:1,Medium,Strong,"Libraries, Sports fields",No,Yes,55,137826,$90M annually,No,None,"Sports, Music",Yes,UK,Alumni_71,German
490,College_490,"Berlin, Germany",272,Public,Robotics,317,51,709,1424,84,7.4,3.05,52531,Yes,"December 12, 2024",4 years,70,129,5:1,High,Strong,"Libraries, Sports fields",Yes,Yes,85,130779,$79M annually,Yes,None,"Sports, Music",No,UK,Alumni_35,German
491,College_491,"Berlin, Germany",175,Public,Machine Learning,306,67,750,1273,107,9.0,3.63,31686,No,"December 21, 2024",2 years,74,292,16:1,Low,Medium,"Recreational Centers, Labs",No,Yes,87,139341,$80M annually,No,ABET,"Sports, Clubs, Hackathons",No,Germany,Alumni_17,Mandarin
492,College_492,"Sydney, Australia",146,Public,Machine Learning,322,58,693,1473,103,7.9,3.07,33600,No,"December 9, 2024",3 years,43,70,12:1,Medium,Weak,"Labs, Libraries, Sports facilities",No,No,100,128624,$73M annually,Yes,ABET,"Clubs, Music",Yes,India,Alumni_89,English
493,College_493,"Berlin, Germany",219,Public,Data Science,327,55,619,1243,109,7.0,3.96,22376,Yes,"December 4, 2024",3 years,63,434,19:1,Low,Weak,"Dorms, Labs",Yes,No,54,141583,$26M annually,Yes,ABET,"Clubs, Music",No,Australia,Alumni_87,Mandarin
494,College_494,"London, UK",13,Public,Artificial Intelligence,298,50,788,1420,120,7.0,3.89,43289,Yes,"December 17, 2024",1 years,17,415,9:1,Low,Medium,"Dorms, Labs",Yes,No,62,57150,$66M annually,Yes,ABET,"Sports, Music",No,UK,Alumni_17,French
495,College_495,"Berlin, Germany",220,Public,Artificial Intelligence,314,56,724,1266,101,8.7,3.47,40107,No,"December 8, 2024",1 years,28,344,19:1,High,Medium,"Libraries, Sports fields",Yes,No,85,84701,$72M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,India,Alumni_56,German
496,College_496,"London, UK",263,Private,Machine Learning,313,88,733,1367,112,8.2,3.84,27161,Yes,"December 18, 2024",3 years,72,314,9:1,High,Weak,"Libraries, Sports fields",No,Yes,97,108463,$46M annually,No,ABET,"Sports, Music",Yes,Germany,Alumni_65,Hindi
497,College_497,"California, USA",35,Private,Artificial Intelligence,312,91,748,1319,117,7.9,2.99,16713,No,"December 1, 2024",4 years,89,68,15:1,Low,Medium,"Recreational Centers, Labs",No,Yes,82,94248,$14M annually,Yes,ABET,"Clubs, Music",No,Japan,Alumni_10,English
498,College_498,"London, UK",17,Private,Cyber Security,324,62,714,1335,96,8.5,2.85,36020,Yes,"December 15, 2024",4 years,42,351,5:1,Low,Weak,"Recreational Centers, Labs",Yes,No,67,117193,$99M annually,Yes,None,"Sports, Clubs, Hackathons",No,Japan,Alumni_41,French
499,College_499,"Tokyo, Japan",132,Private,Mechanical Design,307,96,610,1593,108,7.1,3.24,22853,Yes,"December 5, 2024",3 years,30,294,14:1,Low,Medium,"Libraries, Sports fields",Yes,Yes,53,86871,$85M annually,No,None,"Sports, Music",No,Australia,Alumni_57,English
500,College_500,"Mumbai, India",174,Public,Robotics,335,80,782,1451,93,6.8,3.08,10087,Yes,"December 5, 2024",1 years,54,151,19:1,Low,Medium,"Dorms, Labs",No,No,86,101847,$80M annually,Yes,ABET,"Sports, Music",Yes,Germany,Alumni_14,English
501,College_501,"Berlin, Germany",130,Public,Mechanical Design,338,84,655,1579,98,6.9,2.73,54343,No,"December 23, 2024",2 years,55,76,10:1,Medium,Medium,"Labs, Libraries, Sports facilities",Yes,No,57,55229,$99M annually,Yes,None,"Sports, Music",No,Japan,Alumni_4,Hindi
502,College_502,"Sydney, Australia",205,Public,Robotics,334,59,696,1329,99,8.0,2.51,26718,No,"December 29, 2024",1 years,18,420,10:1,Low,Strong,"Libraries, Sports fields",No,No,77,111008,$73M annually,No,ABET,"Clubs, Music",No,USA,Alumni_64,Japanese
503,College_503,"London, UK",269,Public,Machine Learning,315,78,625,1212,96,8.5,3.58,18827,Yes,"December 30, 2024",1 years,36,420,18:1,High,Weak,"Recreational Centers, Labs",Yes,Yes,74,143784,$52M annually,No,None,"Clubs, Music",Yes,USA,Alumni_7,English
504,College_504,"Sydney, Australia",189,Private,Cyber Security,318,56,706,1201,94,7.7,2.87,30240,Yes,"December 21, 2024",2 years,67,376,19:1,Low,Weak,"Dorms, Labs",No,Yes,50,87320,$90M annually,No,None,"Sports, Music",No,Germany,Alumni_90,French
505,College_505,"Mumbai, India",115,Private,Machine Learning,299,97,652,1463,98,7.4,3.52,35667,No,"December 31, 2024",3 years,50,62,19:1,High,Strong,"Recreational Centers, Labs",Yes,No,73,57646,$14M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_14,German
506,College_506,"Berlin, Germany",159,Private,Artificial Intelligence,322,77,619,1298,95,6.3,3.43,38033,Yes,"December 26, 2024",2 years,66,286,20:1,Low,Weak,"Dorms, Labs",No,No,85,99298,$11M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_62,English
507,College_507,"Tokyo, Japan",34,Private,Mechanical Design,327,97,792,1424,120,8.0,2.93,10212,Yes,"December 17, 2024",4 years,76,429,17:1,Low,Weak,"Libraries, Sports fields",Yes,Yes,77,69040,$89M annually,Yes,None,"Clubs, Music",Yes,USA,Alumni_15,English
508,College_508,"Mumbai, India",40,Private,Cyber Security,312,76,738,1596,89,8.2,3.66,58801,Yes,"December 6, 2024",1 years,55,430,10:1,High,Medium,"Recreational Centers, Labs",Yes,Yes,57,110588,$83M annually,No,None,"Sports, Clubs, Hackathons",No,Australia,Alumni_12,French
509,College_509,"Sydney, Australia",186,Private,Machine Learning,325,90,695,1481,106,6.7,4.0,17537,Yes,"December 5, 2024",4 years,80,56,19:1,Low,Medium,"Libraries, Sports fields",Yes,Yes,60,51773,$32M annually,No,None,"Clubs, Music",No,Japan,Alumni_89,Hindi
510,College_510,"London, UK",22,Public,Machine Learning,308,51,686,1319,92,8.5,3.34,42443,No,"December 7, 2024",3 years,54,320,17:1,High,Medium,"Recreational Centers, Labs",No,No,100,116540,$80M annually,Yes,ABET,"Sports, Music",Yes,Japan,Alumni_95,Japanese
511,College_511,"Mumbai, India",48,Public,Artificial Intelligence,296,73,645,1438,117,8.9,3.08,13546,Yes,"December 16, 2024",3 years,14,465,6:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,No,77,131631,$24M annually,Yes,None,"Clubs, Music",No,USA,Alumni_32,Japanese
512,College_512,"London, UK",38,Public,Robotics,321,53,781,1526,90,6.7,3.61,40509,Yes,"December 13, 2024",2 years,18,267,18:1,Low,Strong,"Libraries, Sports fields",Yes,Yes,96,144096,$11M annually,Yes,None,"Clubs, Music",No,USA,Alumni_44,Hindi
513,College_513,"London, UK",211,Public,Artificial Intelligence,302,96,794,1252,114,7.0,3.9,22143,No,"December 9, 2024",3 years,43,278,17:1,High,Medium,"Labs, Libraries, Sports facilities",No,No,82,142618,$21M annually,No,ABET,"Clubs, Music",Yes,UK,Alumni_24,French
514,College_514,"Tokyo, Japan",105,Private,Data Science,302,53,627,1234,92,8.8,3.09,37951,No,"December 31, 2024",4 years,74,414,12:1,High,Weak,"Recreational Centers, Labs",No,Yes,61,137193,$59M annually,No,None,"Sports, Clubs, Hackathons",No,UK,Alumni_12,German
515,College_515,"Mumbai, India",149,Private,Cyber Security,294,93,611,1517,120,6.7,3.43,45394,Yes,"December 10, 2024",4 years,82,194,15:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,97,56972,$82M annually,No,None,"Sports, Clubs, Hackathons",No,USA,Alumni_75,English
516,College_516,"London, UK",193,Public,Cyber Security,340,57,631,1441,117,6.6,3.32,39315,Yes,"December 13, 2024",3 years,37,386,18:1,Medium,Medium,"Recreational Centers, Labs",No,No,57,149131,$30M annually,No,ABET,"Sports, Music",Yes,UK,Alumni_46,Mandarin
517,College_517,"California, USA",257,Private,Cyber Security,290,92,800,1200,104,7.3,3.65,39293,Yes,"December 30, 2024",2 years,10,360,16:1,High,Weak,"Dorms, Labs",No,No,63,123878,$36M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_49,Japanese
518,College_518,"Sydney, Australia",270,Private,Robotics,318,94,694,1317,87,8.5,3.16,27042,Yes,"December 7, 2024",2 years,31,227,12:1,High,Strong,"Libraries, Sports fields",Yes,Yes,71,117748,$39M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,India,Alumni_39,Hindi
519,College_519,"London, UK",237,Public,Cyber Security,310,73,651,1475,84,7.2,3.11,21099,No,"December 19, 2024",1 years,53,52,13:1,Low,Medium,"Dorms, Labs",No,No,68,123836,$87M annually,Yes,ABET,"Clubs, Music",No,UK,Alumni_12,English
520,College_520,"Mumbai, India",91,Public,Robotics,328,58,713,1251,103,8.2,3.75,53832,Yes,"December 13, 2024",2 years,15,180,11:1,Low,Strong,"Recreational Centers, Labs",Yes,No,52,77444,$13M annually,Yes,None,"Clubs, Music",Yes,Japan,Alumni_92,English
521,College_521,"California, USA",100,Public,Cyber Security,308,85,785,1316,86,6.4,3.84,43061,Yes,"December 31, 2024",1 years,69,59,10:1,Medium,Medium,"Libraries, Sports fields",No,No,54,126870,$16M annually,Yes,None,"Clubs, Music",No,Japan,Alumni_74,French
522,College_522,"Mumbai, India",203,Public,Data Science,334,57,608,1538,116,7.5,3.8,11724,No,"December 19, 2024",3 years,58,384,5:1,Medium,Medium,"Libraries, Sports fields",Yes,No,100,74513,$51M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_75,Mandarin
523,College_523,"Berlin, Germany",73,Private,Artificial Intelligence,299,88,713,1486,86,8.9,3.98,21785,Yes,"December 13, 2024",4 years,83,266,5:1,Medium,Weak,"Dorms, Labs",No,Yes,83,136712,$64M annually,No,None,"Sports, Music",No,India,Alumni_7,English
524,College_524,"California, USA",91,Private,Robotics,330,79,749,1360,98,8.9,3.44,55442,Yes,"December 15, 2024",2 years,55,363,11:1,Low,Medium,"Recreational Centers, Labs",No,No,54,135726,$83M annually,No,None,"Clubs, Music",Yes,USA,Alumni_28,French
525,College_525,"California, USA",188,Private,Data Science,328,83,671,1592,98,6.8,2.86,39208,Yes,"December 13, 2024",1 years,90,368,16:1,Low,Strong,"Dorms, Labs",Yes,No,51,89364,$64M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_65,English
526,College_526,"London, UK",128,Public,Machine Learning,315,96,629,1511,109,6.7,2.55,21078,No,"December 3, 2024",2 years,58,87,16:1,Low,Strong,"Recreational Centers, Labs",Yes,No,84,98669,$91M annually,No,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_57,Japanese
527,College_527,"Tokyo, Japan",291,Public,Machine Learning,337,71,619,1593,90,7.1,3.36,54302,Yes,"December 3, 2024",3 years,15,484,6:1,Medium,Strong,"Libraries, Sports fields",No,No,97,77058,$27M annually,No,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_92,Mandarin
528,College_528,"Mumbai, India",134,Private,Data Science,335,98,745,1572,98,8.3,2.64,48930,No,"December 7, 2024",2 years,57,275,8:1,Low,Strong,"Labs, Libraries, Sports facilities",No,Yes,66,97470,$73M annually,Yes,None,"Sports, Music",Yes,UK,Alumni_15,German
529,College_529,"Sydney, Australia",218,Private,Data Science,337,56,717,1594,120,7.6,3.8,39998,No,"December 29, 2024",3 years,11,332,15:1,Low,Weak,"Dorms, Labs",No,No,71,126632,$83M annually,Yes,None,"Sports, Music",No,Australia,Alumni_30,Hindi
530,College_530,"London, UK",119,Public,Cyber Security,337,87,705,1408,97,8.8,2.7,30817,No,"December 24, 2024",1 years,50,260,16:1,High,Medium,"Dorms, Labs",No,No,65,120060,$79M annually,No,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_20,German
531,College_531,"Tokyo, Japan",76,Public,Cyber Security,313,97,648,1468,81,8.6,3.55,41164,No,"December 13, 2024",1 years,11,411,7:1,Medium,Medium,"Dorms, Labs",No,Yes,55,129850,$61M annually,Yes,None,"Sports, Clubs, Hackathons",No,USA,Alumni_59,Mandarin
532,College_532,"Sydney, Australia",150,Private,Robotics,301,67,632,1496,104,8.3,2.76,49933,No,"December 1, 2024",4 years,68,447,6:1,Medium,Medium,"Labs, Libraries, Sports facilities",Yes,No,83,55680,$34M annually,Yes,None,"Clubs, Music",Yes,Australia,Alumni_82,Hindi
533,College_533,"Berlin, Germany",116,Private,Cyber Security,326,67,614,1267,115,6.1,3.54,28226,Yes,"December 27, 2024",2 years,82,329,12:1,Low,Medium,"Dorms, Labs",No,No,83,110384,$88M annually,No,ABET,"Clubs, Music",Yes,Germany,Alumni_24,English
534,College_534,"Tokyo, Japan",139,Public,Robotics,300,68,737,1238,115,8.5,3.24,44850,No,"December 3, 2024",3 years,68,243,12:1,Medium,Medium,"Recreational Centers, Labs",No,No,58,133258,$62M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_12,Mandarin
535,College_535,"Berlin, Germany",81,Public,Robotics,328,79,615,1411,108,7.4,3.39,41049,No,"December 23, 2024",3 years,75,390,20:1,Low,Medium,"Dorms, Labs",No,Yes,64,114200,$62M annually,No,ABET,"Clubs, Music",Yes,UK,Alumni_1,Mandarin
536,College_536,"Tokyo, Japan",231,Private,Artificial Intelligence,304,86,653,1261,99,7.6,3.09,51097,Yes,"December 18, 2024",2 years,84,294,9:1,Low,Weak,"Libraries, Sports fields",No,No,77,109565,$45M annually,No,None,"Sports, Music",No,India,Alumni_15,English
537,College_537,"California, USA",41,Private,Cyber Security,336,70,621,1502,93,8.4,3.68,26447,Yes,"December 30, 2024",2 years,17,181,7:1,Medium,Weak,"Recreational Centers, Labs",No,Yes,60,98064,$12M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,India,Alumni_76,Hindi
538,College_538,"Mumbai, India",26,Private,Data Science,318,91,748,1433,118,6.7,2.82,46633,No,"December 3, 2024",4 years,86,428,15:1,High,Weak,"Libraries, Sports fields",Yes,No,50,86222,$49M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,UK,Alumni_12,French
539,College_539,"California, USA",220,Private,Machine Learning,304,50,773,1324,113,6.1,2.52,47121,No,"December 4, 2024",4 years,67,442,9:1,Low,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,79,59189,$13M annually,Yes,ABET,"Sports, Music",No,USA,Alumni_63,French
540,College_540,"Berlin, Germany",179,Public,Robotics,309,52,795,1568,115,6.1,3.81,54788,No,"December 28, 2024",3 years,44,267,8:1,Medium,Medium,"Dorms, Labs",No,Yes,54,73216,$35M annually,No,None,"Clubs, Music",No,UK,Alumni_6,English
541,College_541,"Tokyo, Japan",5,Public,Machine Learning,337,78,795,1524,84,8.7,3.32,23503,Yes,"December 6, 2024",2 years,49,381,12:1,High,Strong,"Dorms, Labs",Yes,Yes,66,77817,$12M annually,No,None,"Sports, Music",Yes,Australia,Alumni_26,Mandarin
542,College_542,"Sydney, Australia",190,Public,Data Science,319,71,638,1429,100,7.1,2.97,48796,No,"December 3, 2024",4 years,86,179,17:1,Low,Weak,"Recreational Centers, Labs",No,No,58,97668,$32M annually,No,None,"Sports, Clubs, Hackathons",No,India,Alumni_7,Hindi
543,College_543,"California, USA",265,Public,Machine Learning,338,88,713,1526,109,6.3,3.0,52815,No,"December 14, 2024",4 years,79,302,20:1,High,Weak,"Libraries, Sports fields",Yes,Yes,97,112093,$51M annually,Yes,ABET,"Clubs, Music",Yes,UK,Alumni_79,Mandarin
544,College_544,"California, USA",23,Private,Artificial Intelligence,325,86,733,1337,109,8.2,3.71,25287,Yes,"December 18, 2024",1 years,60,72,16:1,Low,Weak,"Labs, Libraries, Sports facilities",No,Yes,72,69817,$46M annually,No,None,"Clubs, Music",No,Germany,Alumni_89,German
545,College_545,"Mumbai, India",160,Public,Mechanical Design,326,80,693,1218,88,7.8,3.8,46297,No,"December 17, 2024",2 years,60,280,5:1,Medium,Weak,"Recreational Centers, Labs",No,No,53,90135,$77M annually,No,ABET,"Sports, Music",No,UK,Alumni_74,Japanese
546,College_546,"London, UK",86,Private,Artificial Intelligence,325,60,624,1529,100,6.2,3.88,46040,Yes,"December 27, 2024",3 years,34,206,11:1,Low,Weak,"Dorms, Labs",Yes,Yes,100,51351,$95M annually,No,ABET,"Sports, Music",No,Australia,Alumni_59,German
547,College_547,"Tokyo, Japan",20,Private,Machine Learning,309,50,778,1583,88,8.6,3.21,50962,Yes,"December 19, 2024",4 years,50,368,20:1,Low,Medium,"Libraries, Sports fields",Yes,Yes,85,115482,$42M annually,No,None,"Sports, Music",No,Australia,Alumni_32,English
548,College_548,"Mumbai, India",167,Private,Cyber Security,290,75,671,1256,111,8.6,3.23,17278,Yes,"December 30, 2024",2 years,58,287,17:1,Low,Medium,"Recreational Centers, Labs",No,No,86,124666,$35M annually,Yes,ABET,"Sports, Music",Yes,Germany,Alumni_10,Hindi
549,College_549,"Mumbai, India",74,Public,Artificial Intelligence,312,75,754,1534,100,7.0,3.93,13062,No,"December 16, 2024",1 years,78,466,7:1,Medium,Weak,"Libraries, Sports fields",Yes,No,89,149170,$69M annually,Yes,None,"Sports, Clubs, Hackathons",No,India,Alumni_47,Hindi
550,College_550,"Mumbai, India",294,Public,Machine Learning,323,72,707,1517,98,7.1,3.37,17076,No,"December 25, 2024",3 years,87,75,9:1,Medium,Weak,"Labs, Libraries, Sports facilities",No,No,97,85913,$10M annually,No,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_98,French
551,College_551,"Berlin, Germany",169,Public,Artificial Intelligence,329,53,725,1390,87,6.6,3.16,26885,Yes,"December 15, 2024",3 years,51,407,7:1,High,Weak,"Dorms, Labs",No,Yes,62,128192,$36M annually,No,None,"Sports, Clubs, Hackathons",Yes,USA,Alumni_33,Mandarin
552,College_552,"Mumbai, India",171,Private,Robotics,326,91,799,1352,85,8.6,2.93,32732,No,"December 3, 2024",2 years,15,304,6:1,Medium,Medium,"Recreational Centers, Labs",Yes,No,94,129024,$44M annually,No,ABET,"Sports, Clubs, Hackathons",No,Japan,Alumni_79,Japanese
553,College_553,"London, UK",53,Private,Cyber Security,299,57,773,1221,96,8.0,3.45,48922,No,"December 2, 2024",3 years,74,67,7:1,Medium,Weak,"Dorms, Labs",No,Yes,66,64182,$75M annually,No,None,"Sports, Music",No,USA,Alumni_4,English
554,College_554,"Mumbai, India",139,Private,Cyber Security,317,93,646,1539,117,6.5,3.13,49283,No,"December 8, 2024",1 years,80,231,15:1,Medium,Medium,"Libraries, Sports fields",Yes,Yes,99,126529,$78M annually,Yes,ABET,"Clubs, Music",Yes,Germany,Alumni_76,Mandarin
555,College_555,"Mumbai, India",146,Public,Cyber Security,320,98,683,1370,113,7.9,2.87,23542,Yes,"December 19, 2024",4 years,45,141,18:1,Medium,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,94,102016,$61M annually,Yes,ABET,"Clubs, Music",No,India,Alumni_19,German
556,College_556,"Tokyo, Japan",279,Private,Data Science,291,91,784,1213,88,7.6,3.35,33846,Yes,"December 25, 2024",4 years,13,85,18:1,Low,Medium,"Labs, Libraries, Sports facilities",No,Yes,72,141942,$69M annually,No,ABET,"Sports, Music",Yes,UK,Alumni_32,Mandarin
557,College_557,"Mumbai, India",127,Private,Cyber Security,317,97,611,1600,92,6.2,3.13,23680,No,"December 28, 2024",2 years,60,118,20:1,Medium,Strong,"Libraries, Sports fields",No,No,77,91840,$81M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_60,French
558,College_558,"Sydney, Australia",166,Public,Cyber Security,330,55,623,1520,118,8.7,3.19,56040,No,"December 22, 2024",2 years,14,271,18:1,Medium,Strong,"Recreational Centers, Labs",Yes,No,99,131506,$61M annually,No,ABET,"Sports, Music",No,USA,Alumni_99,Hindi
559,College_559,"California, USA",87,Private,Machine Learning,320,91,710,1311,97,7.0,2.99,31967,Yes,"December 17, 2024",1 years,25,281,6:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,78,114965,$85M annually,No,ABET,"Sports, Music",No,USA,Alumni_4,French
560,College_560,"Berlin, Germany",106,Private,Artificial Intelligence,325,71,686,1420,98,7.0,3.15,46123,Yes,"December 26, 2024",4 years,40,53,7:1,Medium,Strong,"Labs, Libraries, Sports facilities",Yes,No,95,51389,$67M annually,Yes,None,"Clubs, Music",Yes,USA,Alumni_39,Hindi
561,College_561,"Sydney, Australia",117,Public,Machine Learning,317,97,725,1488,109,6.2,3.52,38740,Yes,"December 5, 2024",4 years,65,450,15:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,78,61965,$70M annually,Yes,None,"Sports, Music",Yes,USA,Alumni_77,Hindi
562,College_562,"London, UK",182,Public,Artificial Intelligence,314,100,725,1578,111,7.8,2.58,35961,Yes,"December 19, 2024",4 years,74,388,9:1,High,Weak,"Libraries, Sports fields",Yes,Yes,83,103938,$33M annually,No,None,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_39,German
563,College_563,"London, UK",228,Public,Machine Learning,315,88,793,1297,96,6.3,2.62,52397,No,"December 23, 2024",3 years,24,79,7:1,Low,Strong,"Dorms, Labs",No,No,72,136907,$26M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,UK,Alumni_12,Japanese
564,College_564,"Berlin, Germany",295,Private,Mechanical Design,311,54,709,1461,83,8.8,3.75,36872,No,"December 4, 2024",1 years,70,212,11:1,High,Medium,"Dorms, Labs",No,Yes,99,51400,$18M annually,Yes,ABET,"Clubs, Music",Yes,Australia,Alumni_21,English
565,College_565,"Sydney, Australia",191,Public,Artificial Intelligence,297,56,634,1415,89,8.8,3.59,39497,No,"December 7, 2024",4 years,34,312,15:1,Low,Weak,"Libraries, Sports fields",Yes,Yes,55,138261,$25M annually,No,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_1,Mandarin
566,College_566,"Mumbai, India",84,Public,Data Science,327,50,637,1410,114,8.6,3.0,42890,Yes,"December 4, 2024",1 years,81,407,13:1,High,Medium,"Recreational Centers, Labs",Yes,No,93,57277,$78M annually,No,ABET,"Clubs, Music",No,India,Alumni_62,Mandarin
567,College_567,"California, USA",262,Public,Machine Learning,302,90,626,1336,98,6.3,2.6,35496,Yes,"December 7, 2024",3 years,57,167,16:1,Medium,Strong,"Libraries, Sports fields",Yes,No,79,143464,$45M annually,No,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_61,Mandarin
568,College_568,"London, UK",169,Private,Robotics,299,84,682,1461,88,8.6,3.65,50095,Yes,"December 19, 2024",1 years,36,165,20:1,Medium,Weak,"Dorms, Labs",Yes,Yes,83,112335,$43M annually,Yes,None,"Sports, Music",No,USA,Alumni_65,French
